meanfreq,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,centroid,dfrange,label
0.176457058,0.121943925,0.245981308,0.124037383,1.821341545,5.604282883,0.930795247,0.627398121,0.176457058,4.828125,male
0.199280687,0.135982997,0.251434644,0.115451647,1.71062407,5.87306925,0.907513888,0.353633871,0.199280687,5.5390625,male
0.17965912,0.131098266,0.247225434,0.116127168,1.306991099,4.108102185,0.94274328,0.634738672,0.17965912,0.6171875,male
0.194606313,0.133872054,0.241818182,0.107946128,1.693084331,6.290156993,0.90132759,0.384840181,0.194606313,4.171875,male
0.204981834,0.133236715,0.254975845,0.12173913,1.850011592,5.7064262,0.867337928,0.283762231,0.204981834,0.6484375,male
0.196425258,0.138386167,0.24167147,0.103285303,2.268503158,9.747769457,0.89265068,0.358771516,0.196425258,6.5234375,male
0.190982605,0.128888889,0.239444444,0.110555556,1.358907868,4.3943828,0.92276002,0.461580707,0.190982605,2.71875,male
0.193812335,0.133376835,0.240261011,0.106884176,1.668264914,6.634973478,0.908690022,0.391551083,0.193812335,4.4375,male
0.182306459,0.12326087,0.235362319,0.112101449,2.871496296,14.27629367,0.921859959,0.580523698,0.182306459,4.1328125,male
0.18689803,0.125405405,0.229189189,0.103783784,2.589224128,10.73694749,0.896890198,0.383984527,0.18689803,5.2890625,male
0.189611565,0.125702128,0.244255319,0.118553191,2.17417465,8.067486726,0.89365904,0.404759861,0.189611565,4.8125,male
0.186084811,0.128627451,0.243921569,0.115294118,1.524145157,6.088222393,0.933652312,0.535862843,0.186084811,3.1953125,male
0.192133972,0.131034483,0.242068966,0.111034483,2.749904936,12.80478287,0.876002786,0.362723987,0.192133972,0.640625,male
0.166416082,0.113040541,0.232466216,0.119425676,2.183805393,8.306710311,0.945723378,0.659247721,0.166416082,6.5546875,male
0.199614516,0.137697368,0.244539474,0.106842105,1.520912265,5.169779303,0.908795871,0.392241397,0.199614516,4.515625,male
0.12945253,0.060300501,0.214557596,0.154257095,0.326033034,2.269432223,0.9686231,0.758297394,0.12945253,5.03125,male
0.183109873,0.133495575,0.246238938,0.112743363,1.372064516,4.554386499,0.946217294,0.637123448,0.183109873,5.8125,male
0.195051923,0.136032389,0.244291498,0.108259109,1.403234237,4.605497424,0.920988799,0.419247565,0.195051923,6.5625,male
0.194983781,0.133725992,0.246299616,0.112573624,1.849313594,7.311027595,0.914560761,0.438332956,0.194983781,0.5078125,male
0.183124768,0.132979351,0.227551622,0.094572271,2.120305466,8.974591921,0.925890098,0.528519618,0.183124768,4.9453125,male
0.186511165,0.128098918,0.251437403,0.123338485,1.671352491,6.058996227,0.94248048,0.640310785,0.186511165,4.28125,male
0.18630726,0.133654391,0.251048159,0.117393768,1.79433615,6.687467069,0.92454441,0.533616803,0.18630726,6.984375,male
0.187740126,0.12983871,0.228064516,0.098225806,2.082501981,7.92682084,0.897567661,0.386046775,0.187740126,0.9296875,male
0.188610535,0.132978056,0.258934169,0.125956113,2.815702443,12.36788815,0.911562522,0.53318423,0.188610535,0.5390625,male
0.187126949,0.132275862,0.233655172,0.10137931,1.879899648,6.761889674,0.914311289,0.482245587,0.187126949,2.4609375,male
0.189498676,0.129564376,0.24286544,0.113301065,1.611482012,6.02226577,0.922321815,0.443906519,0.189498676,4.71875,male
0.178618409,0.125853659,0.24,0.114146341,1.679567466,5.848873109,0.940483464,0.602450322,0.178618409,6.6484375,male
0.175614173,0.119661017,0.22,0.100338983,2.623436363,11.39969186,0.922510573,0.558088211,0.175614173,4.9765625,male
0.194780944,0.141573034,0.242876404,0.101303371,1.215027339,4.165964031,0.913199401,0.381898155,0.194780944,0.5703125,male
0.177096209,0.132112676,0.22084507,0.088732394,0.891424514,3.172847806,0.940105652,0.585041956,0.177096209,0.5078125,male
0.184848297,0.132820513,0.22974359,0.096923077,0.844985095,2.700128541,0.920048467,0.45282271,0.184848297,3.421875,male
0.186207925,0.126530612,0.240408163,0.113877551,1.582860975,5.266094078,0.914963924,0.478306892,0.186207925,5.0703125,male
0.165026456,0.117657394,0.234494876,0.116837482,1.080536383,3.799856213,0.960322987,0.717651867,0.165026456,3.21875,male
0.085831607,0.005004468,0.147882038,0.142877569,9.649950243,113.7517586,0.842682091,0.43453765,0.085831607,1.484375,male
0.039363343,0.005580589,0.042946274,0.037365685,4.593055064,27.93409109,0.817450236,0.282281528,0.039363343,3.234375,male
0.146393371,0.088250511,0.197848877,0.109598366,2.068225812,8.583528352,0.952793809,0.670801596,0.146393371,3.5,male
0.132951182,0.087093023,0.179069767,0.091976744,1.5710869,5.865276839,0.964044435,0.728978029,0.132951182,2.171875,male
0.138353785,0.090231839,0.202102009,0.11187017,1.905303533,8.095748831,0.964538319,0.752012435,0.138353785,2.3203125,male
0.171756112,0.113660532,0.223312883,0.109652352,2.259710221,7.888391918,0.904983407,0.479155009,0.171756112,5.3828125,male
0.136473791,0.084216796,0.19761763,0.113400834,1.495338857,6.820077792,0.968907579,0.756296925,0.136473791,0.2421875,male
0.128093693,0.079849511,0.178871332,0.099021821,2.102202766,10.1588051,0.965489713,0.757001345,0.128093693,0.125,male
0.129027922,0.07856383,0.191569149,0.113005319,1.687865184,7.070531581,0.96300846,0.727981271,0.129027922,0.2421875,male
0.150227241,0.099714108,0.216134245,0.116420137,2.295308766,12.15723541,0.96354498,0.736459988,0.150227241,0.25,male
0.122134467,0.077847534,0.176883408,0.099035874,1.978382527,7.918522835,0.956180915,0.690305434,0.122134467,0.1953125,male
0.142488926,0.097507331,0.205073314,0.107565982,2.446713404,10.72639432,0.952632731,0.694812118,0.142488926,0.2109375,male
0.128814532,0.086988564,0.176111817,0.089123253,2.105031804,8.855812297,0.959210217,0.721283778,0.128814532,0.1640625,male
0.183966745,0.144171633,0.223933254,0.079761621,1.620490922,5.719073039,0.904727677,0.153505495,0.183966745,4.5390625,male
0.173630395,0.144610052,0.206967071,0.062357019,2.068888018,7.922213942,0.89925216,0.149987968,0.173630395,5.796875,male
0.181191469,0.144295676,0.227280335,0.082984658,1.486376369,5.063168129,0.913509429,0.16160072,0.181191469,6.6796875,male
0.184187313,0.141274382,0.228296489,0.087022107,1.073867545,3.420227703,0.913538543,0.169765511,0.184187313,4.6328125,male
0.187038223,0.140625559,0.232457551,0.091831993,1.624925257,5.753837771,0.910367627,0.148896749,0.187038223,4.8125,male
0.187508938,0.142708158,0.227485282,0.084777124,1.5184037,5.593186483,0.915248375,0.176672317,0.187508938,5.8515625,male
0.193306449,0.146103542,0.231553134,0.085449591,2.088316739,7.715960378,0.889678512,0.143810038,0.193306449,4.71875,male
0.192391211,0.142926293,0.231331133,0.08840484,1.985700716,7.05373454,0.895856989,0.144397375,0.192391211,5.8828125,male
0.193976816,0.154278607,0.226716418,0.072437811,3.119277697,15.88183236,0.88984638,0.151429239,0.193976816,5.828125,male
0.184306164,0.141376229,0.226201966,0.084825737,1.327988643,4.58830242,0.912275841,0.158158856,0.184306164,4.53125,male
0.195273945,0.135239567,0.254034003,0.118794436,1.65347634,5.663781422,0.91569537,0.434247015,0.195273945,6.5546875,male
0.189331395,0.135437393,0.253104631,0.117667238,1.949538836,7.220739675,0.921480105,0.460855622,0.189331395,6.578125,male
0.170462848,0.112567004,0.240309708,0.127742704,1.301146974,4.114985939,0.963778151,0.73482202,0.170462848,6.9921875,male
0.161490005,0.10687634,0.234167262,0.127290922,1.660726804,6.880295474,0.964797479,0.738278517,0.161490005,4.4921875,male
0.153327066,0.089361702,0.21912234,0.129760638,1.228267519,4.506222779,0.963549092,0.714370628,0.153327066,5.984375,male
0.18906495,0.123986135,0.237053726,0.113067591,2.378679132,8.80414254,0.904167563,0.443152959,0.18906495,5.6875,male
0.197205246,0.138098642,0.252780558,0.114681916,2.160030213,7.788738959,0.904791808,0.388797701,0.197205246,5.484375,male
0.19925344,0.138998979,0.238815117,0.099816139,1.900356221,6.406944566,0.88682863,0.308462352,0.19925344,3.75,male
0.150704185,0.109528586,0.228465396,0.11893681,2.899579757,14.14196945,0.932454018,0.577056214,0.150704185,4.5390625,male
0.138336323,0.060880975,0.238669166,0.177788191,2.668286003,13.51460667,0.943046922,0.611900029,0.138336323,4.4140625,male
0.156862419,0.109039914,0.251607335,0.142567422,2.081013996,8.266440812,0.937566546,0.568057878,0.156862419,6.7578125,male
0.152167925,0.105645756,0.238413284,0.132767528,1.501037139,5.54000052,0.948383454,0.647427437,0.152167925,4.8203125,male
0.144681384,0.100788955,0.228086785,0.12729783,1.878624232,7.909795809,0.944391219,0.634353332,0.144681384,5.0859375,male
0.162226813,0.116841389,0.245309735,0.128468346,1.858825539,6.937401716,0.94002076,0.601017705,0.162226813,4.4453125,male
0.126679195,0.054519957,0.186515642,0.131995685,1.526507837,5.699980604,0.965978888,0.746130134,0.126679195,4.546875,male
0.157578737,0.116392962,0.240175953,0.123782991,2.022531872,8.132139058,0.944201739,0.639428914,0.157578737,4.953125,male
0.156462933,0.115366569,0.237096774,0.121730205,1.733695922,6.095760043,0.941224488,0.608401949,0.156462933,5.265625,male
0.130536603,0.050972919,0.209648947,0.158676028,1.649245861,6.034503181,0.95799279,0.698752994,0.130536603,4.5859375,male
0.196022705,0.154452091,0.230640551,0.07618846,1.582575687,5.409745873,0.909849807,0.198080833,0.196022705,6.25,male
0.200513095,0.156009335,0.23033839,0.074329055,2.319576234,10.26277699,0.898911684,0.191797697,0.200513095,5.4609375,male
0.199619534,0.165598571,0.228469327,0.062870756,1.546042025,6.1439651,0.909862179,0.19023622,0.199619534,5.8515625,male
0.202450069,0.164667697,0.231962906,0.067295209,1.431084668,5.170581869,0.906898714,0.184217939,0.202450069,4.78125,male
0.207534422,0.154122319,0.251532963,0.097410643,1.596566808,6.751481107,0.905323554,0.188694733,0.207534422,5.7421875,male
0.140716928,0.070793494,0.221350419,0.150556925,1.686963037,6.807623686,0.966392517,0.751093677,0.140716928,5.0390625,male
0.212619817,0.163921035,0.256364874,0.092443839,1.277224224,4.12783208,0.906782557,0.180812811,0.212619817,5.8984375,male
0.201428029,0.16714924,0.236961573,0.069812332,0.962779158,2.99656468,0.908618197,0.186674892,0.201428029,5.96875,male
0.205776114,0.167896679,0.238671587,0.070774908,1.010616109,3.386514974,0.90998408,0.188334797,0.205776114,0.640625,male
0.206506938,0.161543592,0.255321582,0.09377799,1.70719575,6.065000288,0.905499333,0.173448945,0.206506938,6.3125,male
0.135916935,0.041082969,0.228157205,0.187074236,4.286667046,37.01635031,0.935641608,0.633295017,0.135916935,4.40625,male
0.159270116,0.121250737,0.241840708,0.120589971,2.952843706,22.8660296,0.934460251,0.580938543,0.159270116,4.3515625,male
0.1603749,0.118679152,0.235702316,0.117023164,3.40864995,26.93859556,0.927764316,0.537783108,0.1603749,0.6875,male
0.160468201,0.125193717,0.239979058,0.11478534,2.907549994,19.86283324,0.940860875,0.610160512,0.160468201,4.875,male
0.130917547,0.042917693,0.214036471,0.171118778,2.539730034,20.10959893,0.964068209,0.738173785,0.130917547,4.3671875,male
0.137654743,0.072696817,0.222624232,0.149927415,3.999051671,42.12551564,0.93373752,0.5753546,0.137654743,4.4453125,male
0.153446983,0.115387797,0.242792141,0.127404343,3.621846614,24.59135834,0.929504169,0.582089894,0.153446983,4.328125,male
0.163812989,0.126907631,0.220883534,0.093975904,6.988463589,121.3872915,0.936580057,0.566636505,0.163812989,4.8125,male
0.15293749,0.104603253,0.241912272,0.137309019,3.718936071,43.12629121,0.949458215,0.659316984,0.15293749,4.125,male
0.154623105,0.113258427,0.239101124,0.125842697,3.128075501,23.30234636,0.943545343,0.627002141,0.154623105,4.9765625,male
0.139546333,0.088421053,0.194853801,0.106432749,2.114537348,10.0704988,0.964297685,0.730375339,0.139546333,2.5,male
0.14173034,0.088500773,0.203400309,0.114899536,1.724980986,7.528767305,0.965826891,0.737768577,0.14173034,2.453125,male
0.152080516,0.094267334,0.207548249,0.113280915,1.78228207,6.785706802,0.953487075,0.667288349,0.152080516,3.9453125,male
0.150002435,0.093932322,0.202893816,0.108961494,1.953073325,7.469801745,0.950158584,0.648722531,0.150002435,4.8671875,male
0.141262751,0.087878018,0.192833545,0.104955527,2.52838405,13.0989223,0.963082618,0.727168917,0.141262751,2.578125,male
0.14446144,0.087085077,0.198772664,0.111687587,2.025650261,8.292933318,0.959330443,0.708366596,0.14446144,4.8046875,male
0.148932668,0.09339263,0.203506989,0.110114358,1.827554859,7.778716088,0.963970169,0.72488964,0.148932668,4.765625,male
0.147380705,0.095129192,0.210269379,0.115140187,1.773642161,6.832307134,0.957589014,0.695730682,0.147380705,3.4765625,male
0.132709975,0.08287754,0.216035146,0.133157606,26.93501927,890.8453977,0.912579156,0.586009845,0.132709975,0,male
0.11555734,0.030305541,0.192853444,0.162547903,26.13693715,870.3048838,0.922941431,0.619477394,0.11555734,0.125,male
0.133108102,0.074339801,0.216393753,0.142053952,30.68466989,1116.036622,0.907382298,0.573354875,0.133108102,0,male
0.13340514,0.052744887,0.222583423,0.169838536,28.97624149,990.7798885,0.888299342,0.503554537,0.13340514,0,male
0.126405749,0.05171381,0.214542429,0.162828619,23.22549206,638.1274262,0.911996439,0.626266948,0.126405749,0.4140625,male
0.130041559,0.072427746,0.213641618,0.141213873,25.27605953,747.381444,0.862424386,0.471193175,0.130041559,0,male
0.128899304,0.049305331,0.222778675,0.173473344,23.64839921,659.3184273,0.865277681,0.47277959,0.128899304,0,male
0.138850844,0.105524126,0.205690516,0.100166389,23.08385363,632.726357,0.887582162,0.491839451,0.138850844,0,male
0.133107895,0.105080092,0.183676583,0.078596491,24.01834268,686.5881775,0.875579431,0.459350521,0.133107895,0,male
0.135603867,0.099261803,0.218712446,0.119450644,21.71489122,575.8605603,0.887039736,0.500550692,0.135603867,0.5546875,male
0.129003126,0.070524166,0.170782845,0.100258679,1.298188186,4.588311607,0.96403636,0.727163913,0.129003126,3.578125,male
0.125830381,0.05581172,0.170730067,0.114918348,1.330018622,5.444217993,0.967388776,0.712792357,0.125830381,5.484375,male
0.169634629,0.129149737,0.228592927,0.09944319,1.567229533,5.300784433,0.918329311,0.4406127,0.169634629,0.28125,male
0.1456762,0.11670669,0.172738708,0.056032018,1.928249409,6.91077607,0.935388031,0.564340578,0.1456762,4.9765625,male
0.150660627,0.115304136,0.188540146,0.07323601,1.454416548,5.319291814,0.954526283,0.665344898,0.150660627,2.0625,male
0.137412268,0.053688889,0.214577778,0.160888889,31.35506759,1045.528502,0.833948476,0.494854235,0.137412268,0,male
0.148504903,0.085514834,0.225596277,0.140081443,32.35073927,1122.219023,0.853310785,0.482366962,0.148504903,0,male
0.129494631,0.023480084,0.20427673,0.180796646,24.07525155,622.2092983,0.81449885,0.463573621,0.129494631,0,male
0.141017301,0.093866667,0.217244444,0.123377778,30.82275524,1022.06412,0.844112969,0.439875027,0.141017301,0,male
0.124434552,0.000239521,0.196407186,0.196167665,27.07823715,778.651891,0.815757102,0.503364579,0.124434552,0,male
0.140373168,0.081602914,0.216247723,0.134644809,25.69328867,711.1343104,0.842625568,0.466323019,0.140373168,0,male
0.142133366,0.081901692,0.208702659,0.126800967,27.50561261,811.2473156,0.855926723,0.505870653,0.142133366,0,male
0.136930257,0.070198864,0.208409091,0.138210227,29.46795062,927.373183,0.851999339,0.51485225,0.136930257,0,male
0.129408891,0.037884615,0.2,0.162115385,30.12734712,965.7262389,0.821234544,0.475372568,0.129408891,0,male
0.141598185,0.078596491,0.216959064,0.138362573,25.00577457,670.7577732,0.853836596,0.517810951,0.141598185,0,male
0.155171185,0.091223404,0.21837766,0.127154255,2.405710157,11.3021319,0.94438662,0.62517986,0.155171185,6.5234375,male
0.164710428,0.098266898,0.228561525,0.130294627,1.437013603,4.798000994,0.947677667,0.634989919,0.164710428,5.7421875,male
0.169446228,0.108096515,0.213941019,0.105844504,1.969057079,6.624244837,0.92385904,0.539665849,0.169446228,2.71875,male
0.171524781,0.104562239,0.218796903,0.114234663,2.355883038,10.98910463,0.937555377,0.569748742,0.171524781,4.6640625,male
0.165675768,0.099634631,0.21706116,0.117426529,2.11022156,8.703582688,0.946567439,0.644403201,0.165675768,3.3046875,male
0.175236547,0.112100089,0.226201966,0.114101877,1.306581011,5.213946925,0.942771149,0.565058683,0.175236547,6.28125,male
0.17335613,0.109654255,0.243696809,0.134042553,2.279271975,8.659379909,0.926939117,0.560883034,0.17335613,3.546875,male
0.167688531,0.103308373,0.22300885,0.119700477,1.717753342,7.054669181,0.951842089,0.645683731,0.167688531,4.234375,male
0.177154006,0.120944686,0.237016781,0.116072094,1.373610739,4.794717814,0.945122391,0.576871202,0.177154006,2.90625,male
0.167092111,0.104977258,0.212683561,0.107706303,1.366131987,4.781192477,0.95290412,0.642861718,0.167092111,3.8125,male
0.135439921,0.06578534,0.213848168,0.148062827,27.18931679,853.2774796,0.917046961,0.608107588,0.135439921,0.3671875,male
0.111336717,0.047542449,0.172153709,0.12461126,1.792152198,8.022700187,0.962835174,0.735872184,0.111336717,0.7265625,male
0.126490157,0.063556747,0.180661305,0.117104558,3.81530382,38.86715787,0.961527835,0.739691106,0.126490157,4.8828125,male
0.143503898,0.086382979,0.197712766,0.111329787,3.58600908,28.34661481,0.961517081,0.734525066,0.143503898,2.328125,male
0.098401264,0.034612546,0.159372694,0.124760148,1.262548824,3.972190245,0.956937164,0.699169282,0.098401264,4.09375,male
0.133789167,0.075139701,0.202677063,0.127537362,2.32322911,19.48285038,0.973126923,0.783048031,0.133789167,4.3515625,male
0.142107791,0.085498783,0.201143552,0.115644769,2.914278414,27.59024718,0.970401486,0.771349882,0.142107791,5.8125,male
0.125046513,0.064940429,0.182811755,0.117871326,2.096057426,13.90049827,0.966506126,0.752876019,0.125046513,5.6171875,male
0.118012458,0.054095827,0.185440495,0.131344668,2.309560598,12.32044459,0.959287884,0.712753091,0.118012458,4.2578125,male
0.146408769,0.091081323,0.19567471,0.104593387,2.648519925,15.57177256,0.949020661,0.66825601,0.146408769,2.5,male
0.147246228,0.090664207,0.19501845,0.104354244,2.529523094,12.2999729,0.940378871,0.63318973,0.147246228,1.7265625,male
0.136544995,0.086384753,0.20745682,0.121072067,1.349488267,5.086586797,0.968367091,0.762795577,0.136544995,4.9375,male
0.131649276,0.064033264,0.213056133,0.149022869,2.58333995,12.13639028,0.957859311,0.718049103,0.131649276,5.3828125,male
0.136619901,0.049824971,0.225764294,0.175939323,1.122687907,3.822379395,0.961351376,0.704402571,0.136619901,0.6796875,male
0.136357873,0.071560892,0.21724414,0.145683248,1.909201574,7.550408516,0.958706871,0.717075601,0.136357873,3.984375,male
0.113998321,0.019935275,0.197540453,0.177605178,2.966549812,14.17252009,0.953355517,0.701851954,0.113998321,6.859375,male
0.134280484,0.076595192,0.211410006,0.134814815,1.553992243,5.690074044,0.968708804,0.776187035,0.134280484,5.203125,male
0.131286983,0.051007752,0.21,0.158992248,1.221487139,4.677909207,0.97086915,0.771337943,0.131286983,2.953125,male
0.146211067,0.096806904,0.219590076,0.122783172,1.136307535,4.520412167,0.971441518,0.774460981,0.146211067,5.59375,male
0.114047963,0.039177533,0.181424273,0.14224674,1.556536807,6.506861287,0.970014296,0.771717924,0.114047963,0.578125,male
0.130483909,0.065411437,0.207168759,0.141757322,1.345414235,5.213894885,0.966638194,0.748405675,0.130483909,0.6328125,male
0.163449141,0.098931584,0.251527648,0.152596064,2.354468745,10.72937404,0.960501851,0.715570527,0.163449141,0.765625,male
0.158351723,0.076738125,0.256107608,0.179369483,2.576943162,11.62925598,0.941863633,0.599405156,0.158351723,0.8671875,male
0.194226394,0.137698356,0.25838456,0.120686204,3.68761292,23.8706803,0.902564585,0.4174511,0.194226394,6.171875,male
0.183167358,0.130462287,0.257518248,0.127055961,2.636325919,12.37183178,0.928583882,0.539688442,0.183167358,3.5859375,male
0.166508275,0.126437268,0.242053997,0.115616728,2.263057987,9.621681216,0.948443181,0.651537207,0.166508275,6.8515625,male
0.190603691,0.133681043,0.257953862,0.124272818,1.871545016,6.092078929,0.909427751,0.403200044,0.190603691,5.3046875,male
0.174151584,0.128306998,0.251346877,0.12303988,2.400994179,9.878839855,0.939429853,0.623890324,0.174151584,0.6640625,male
0.173094592,0.124711264,0.253584906,0.128873642,2.761376108,13.61691978,0.933829079,0.562797801,0.173094592,0.875,male
0.180052131,0.131638591,0.25870342,0.127064829,2.642745949,11.08093241,0.920589846,0.524414837,0.180052131,0.515625,male
0.187741397,0.137808033,0.25331518,0.115507148,1.969141598,8.000181417,0.922335592,0.463953588,0.187741397,0.796875,male
0.174623241,0.10739726,0.255281583,0.147884323,4.39652558,38.05892553,0.926626763,0.614030123,0.174623241,0.6796875,male
0.195126971,0.149383378,0.256478999,0.107095621,1.952501051,6.867106658,0.924806353,0.543857552,0.195126971,5.8046875,male
0.187102575,0.146228814,0.24559322,0.099364407,1.69891296,6.97684128,0.942871864,0.617207386,0.187102575,0.4765625,male
0.179253335,0.123934426,0.255797317,0.131862891,4.146401216,32.39132329,0.916256498,0.573846699,0.179253335,5.421875,male
0.183001514,0.165211864,0.214152542,0.048940678,2.632291452,10.32342584,0.916782129,0.551162529,0.183001514,1.2265625,male
0.204096023,0.167811448,0.262558923,0.094747475,1.798545545,5.916814541,0.906929,0.446186467,0.204096023,0.5625,male
0.187881443,0.12313253,0.241626506,0.118493976,2.903704715,13.47993531,0.910193058,0.516566878,0.187881443,0.6015625,male
0.170904352,0.119891082,0.217290674,0.097399592,2.411366042,10.11663997,0.901721279,0.337573303,0.170904352,1.5234375,male
0.169310404,0.121042893,0.211707317,0.090664424,2.667088156,15.12712706,0.90234792,0.351130452,0.169310404,0.625,male
0.167901403,0.120122574,0.222798774,0.1026762,3.487823674,19.18303118,0.891240266,0.336755307,0.167901403,0.671875,male
0.169667926,0.122197141,0.217215952,0.095018811,2.487170149,11.41512563,0.903492647,0.340566563,0.169667926,0.8828125,male
0.172242859,0.127245763,0.203177966,0.075932203,4.805772648,30.75095976,0.875926547,0.342791543,0.172242859,0.8203125,male
0.169736247,0.118776596,0.220611702,0.101835106,3.386536923,19.01070501,0.892121333,0.336294751,0.169736247,0.546875,male
0.16879083,0.121652105,0.207498014,0.085845909,2.755620209,17.03753468,0.91004503,0.369568127,0.16879083,0.6875,male
0.169100156,0.120498534,0.213900293,0.09340176,2.513792647,12.26363065,0.900882127,0.333114349,0.169100156,0.6875,male
0.165101812,0.119823982,0.220858086,0.101034103,4.407364841,29.53040395,0.886586059,0.359122067,0.165101812,0.2890625,male
0.169299933,0.119019074,0.222779292,0.103760218,3.003081513,14.56348119,0.873493633,0.279631783,0.169299933,1.1875,male
0.161798948,0.106446281,0.223884298,0.117438017,1.52334828,5.952213403,0.961454703,0.701337319,0.161798948,3.21875,male
0.141996009,0.082925046,0.202961609,0.120036563,1.066574774,4.670176551,0.973287431,0.78358825,0.141996009,0.640625,male
0.151755275,0.09515625,0.202526042,0.107369792,2.244613431,9.03792311,0.950210001,0.661866724,0.151755275,0.6640625,male
0.155791036,0.101588862,0.215790336,0.114201474,1.107812057,4.410252585,0.9726165,0.779599755,0.155791036,3.0546875,male
0.132078768,0.053950276,0.201491713,0.147541436,0.913085212,4.075569671,0.974281933,0.776759484,0.132078768,5.2109375,male
0.156413666,0.10384106,0.22807947,0.124238411,1.433864862,5.854600795,0.969736217,0.755511823,0.156413666,0.6171875,male
0.134505932,0.051894563,0.215881384,0.16398682,1.139521438,4.349925116,0.971676347,0.768141347,0.134505932,0.609375,male
0.16941184,0.117053942,0.24340249,0.126348548,1.479748697,4.969102178,0.957456524,0.704162959,0.16941184,0.7421875,male
0.155245844,0.101242938,0.214824859,0.113581921,2.011779953,8.263244148,0.960913011,0.705631792,0.155245844,5.3515625,male
0.149886883,0.095913978,0.20688172,0.110967742,1.146053954,4.570516007,0.969179058,0.753901263,0.149886883,0.671875,male
0.159722449,0.097568882,0.225769854,0.128200972,1.215849341,4.792186676,0.965916991,0.729219164,0.159722449,5.390625,male
0.157421446,0.101631531,0.228157654,0.126526123,0.730940876,2.978144187,0.970940541,0.762333874,0.157421446,3.4375,male
0.170624946,0.116709324,0.231371115,0.114661792,1.408411633,6.306748629,0.963755815,0.717781207,0.170624946,5.0546875,male
0.11384848,0.043643361,0.189121232,0.14547787,0.937420583,3.330336872,0.965313093,0.715838487,0.11384848,4.1171875,male
0.167498444,0.109231686,0.226634902,0.117403216,1.81881964,6.921611796,0.954933164,0.673121636,0.167498444,6,male
0.165146872,0.110456693,0.226425197,0.115968504,1.260262741,4.110170764,0.958910214,0.677621878,0.165146872,0.515625,male
0.146445288,0.086774775,0.212396396,0.125621622,1.185717417,4.635083221,0.968319785,0.745048341,0.146445288,3.828125,male
0.169186048,0.114465409,0.22129979,0.106834382,1.129923781,4.116322303,0.94937934,0.600748275,0.169186048,2,male
0.136065631,0.055097276,0.209338521,0.154241245,0.630191059,3.677954364,0.981996589,0.831346867,0.136065631,3.9296875,male
0.157534008,0.103405276,0.225275779,0.121870504,1.197985454,4.086180496,0.956395197,0.688634459,0.157534008,3.0390625,male
0.156780763,0.101308699,0.212317167,0.111008468,1.257669119,4.372105125,0.963429519,0.721719878,0.156780763,3.2578125,male
0.159333403,0.098226883,0.225548141,0.127321258,1.303955406,4.797990218,0.963302216,0.720682103,0.159333403,0.609375,male
0.164565495,0.118682102,0.220409617,0.101727516,1.2630975,4.548818698,0.961162599,0.700490779,0.164565495,0.6875,male
0.146240822,0.083279314,0.221544328,0.138265014,1.341798807,5.602640078,0.96790055,0.744772749,0.146240822,6.1640625,male
0.138546156,0.072656664,0.205613416,0.132956752,0.97000188,4.277141604,0.974481291,0.778516907,0.138546156,0.6953125,male
0.1414194,0.083413499,0.208099302,0.124685803,1.500373351,5.68581657,0.967773884,0.748328142,0.1414194,2.984375,male
0.135681636,0.078165503,0.195134596,0.116969093,1.493024174,5.882677447,0.968273217,0.76628791,0.135681636,0.6640625,male
0.161037848,0.104732824,0.220627651,0.115894826,1.157284038,4.854433242,0.969534221,0.746184314,0.161037848,3.03125,male
0.11244771,0.029844311,0.182419162,0.15257485,1.906120127,8.584900771,0.966289356,0.772289112,0.11244771,5.3203125,male
0.155223573,0.10403397,0.215796178,0.111762208,1.435853493,5.131261664,0.951795127,0.675391336,0.155223573,0.5390625,male
0.16241055,0.119013807,0.220078895,0.101065089,4.065658329,23.76391587,0.891543118,0.363008059,0.16241055,0.6484375,male
0.124929626,0.057267925,0.200543396,0.143275472,1.661770151,7.69445752,0.97653297,0.826099138,0.124929626,4.640625,male
0.141964824,0.074397906,0.212565445,0.138167539,1.373917402,5.51457203,0.974900151,0.813087595,0.141964824,4.8828125,male
0.176505734,0.114347305,0.245461078,0.131113772,1.568238563,5.557821855,0.941808963,0.625043088,0.176505734,3.0859375,male
0.160625873,0.108985507,0.215072464,0.106086957,1.330609476,4.756591166,0.946448713,0.622826359,0.160625873,4.390625,male
0.156032242,0.105484133,0.22896664,0.123482506,1.350533277,4.767797931,0.960077477,0.716881984,0.156032242,5.046875,male
0.074675083,0.017065463,0.131256584,0.114191121,2.183319689,7.302078864,0.933538415,0.601207082,0.074675083,2.7421875,male
0.092578894,0.016433409,0.166651618,0.150218209,3.570618698,19.67710558,0.931496215,0.61767458,0.092578894,5.6953125,male
0.101277916,0.033793103,0.17061706,0.136823956,1.497590205,5.551429332,0.958994007,0.690903818,0.101277916,5.8671875,male
0.091436335,0.023457447,0.153962766,0.130505319,2.354569142,9.180172713,0.956468055,0.731009249,0.091436335,6.1171875,male
0.137206217,0.056747141,0.194790343,0.138043202,2.338022004,9.498962544,0.937676655,0.609028148,0.137206217,6.0703125,male
0.152670015,0.112097054,0.195320624,0.08322357,2.736023687,11.63225479,0.940401168,0.664616123,0.152670015,6.9921875,male
0.171712871,0.152659574,0.207765957,0.055106383,2.818282385,11.99036479,0.920935715,0.553174351,0.171712871,5.7578125,male
